Unnamed: 0	Title	Study ID	Author	Distributor	URI	Topic	Summary	Time Period(s)	Geographic Coverage	Data Type	Access	License	DOI	Data Language	Version	Unit of Analysis	Universe / Population	Sampling Procedure	Collection method	Funding Agency	Grant ID	Alternative title	Series	Date of collection	Sampling Rate	Bibliographic Citation	Datafile URI	Related Studies	Related Publications	Publisher	Provider
438	嘉興蔵（万曆版大藏經）第87帙 第3冊	087_3	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/087_3/087_3.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
439	嘉興蔵（万曆版大藏經）第87帙 第4冊	087_4	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/087_4/087_4.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
440	嘉興蔵（万曆版大藏經）第87帙 第5冊	087_5	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/087_5/087_5.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
441	嘉興蔵（万曆版大藏經）第87帙 第6冊	087_6	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/087_6/087_6.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
442	嘉興蔵（万曆版大藏經）第88帙 第1冊	088_1	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/088_1/088_1.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
443	嘉興蔵（万曆版大藏經）第88帙 第2冊	088_2	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/088_2/088_2.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
444	嘉興蔵（万曆版大藏經）第88帙 第3冊	088_3	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/088_3/088_3.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
445	嘉興蔵（万曆版大藏經）第88帙 第4冊	088_4	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/088_4/088_4.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
446	嘉興蔵（万曆版大藏經）第88帙 第5冊	088_5	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/088_5/088_5.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
447	嘉興蔵（万曆版大藏經）第89帙 第1冊	089_1	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/089_1/089_1.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
448	嘉興蔵（万曆版大藏經）第89帙 第2冊	089_2	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/089_2/089_2.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
449	嘉興蔵（万曆版大藏經）第89帙 第3冊	089_3	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/089_3/089_3.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
450	嘉興蔵（万曆版大藏經）第89帙 第4冊	089_4	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/089_4/089_4.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
451	嘉興蔵（万曆版大藏經）第89帙 第5冊	089_5	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/089_5/089_5.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
452	嘉興蔵（万曆版大藏經）第89帙 第6冊	089_6	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/089_6/089_6.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
453	嘉興蔵（万曆版大藏經）第89帙 第7冊	089_7	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/089_7/089_7.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
454	嘉興蔵（万曆版大藏經）第90帙 第1冊	090_1	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/090_1/090_1.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
455	嘉興蔵（万曆版大藏經）第90帙 第2冊	090_2	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/090_2/090_2.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
456	嘉興蔵（万曆版大藏經）第90帙 第3冊	090_3	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/090_3/090_3.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
457	嘉興蔵（万曆版大藏經）第90帙 第4冊	090_4	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/090_4/090_4.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
458	嘉興蔵（万曆版大藏經）第90帙 第5冊	090_5	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/090_5/090_5.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
459	嘉興蔵（万曆版大藏經）第90帙 第6冊	090_6	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/090_6/090_6.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
460	嘉興蔵（万曆版大藏經）第91帙 第1冊	091_1	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/091_1/091_1.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
461	嘉興蔵（万曆版大藏經）第91帙 第2冊	091_2	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/091_2/091_2.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
462	嘉興蔵（万曆版大藏經）第91帙 第3冊	091_3	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/091_3/091_3.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
463	嘉興蔵（万曆版大藏經）第91帙 第4冊	091_4	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/091_4/091_4.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
464	嘉興蔵（万曆版大藏經）第91帙 第5冊	091_5	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/091_5/091_5.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
465	嘉興蔵（万曆版大藏經）第91帙 第6冊	091_6	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/091_6/091_6.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
466	嘉興蔵（万曆版大藏經）第92帙 第1冊	092_1	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/092_1/092_1.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
467	嘉興蔵（万曆版大藏經）第92帙 第2冊	092_2	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/092_2/092_2.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
468	嘉興蔵（万曆版大藏經）第92帙 第3冊	092_3	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/092_3/092_3.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
469	嘉興蔵（万曆版大藏經）第92帙 第4冊	092_4	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/092_4/092_4.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
470	嘉興蔵（万曆版大藏經）第92帙 第5冊	092_5	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/092_5/092_5.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
471	嘉興蔵（万曆版大藏經）第92帙 第6冊	092_6	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/092_6/092_6.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
472	嘉興蔵（万曆版大藏經）第93帙 第1冊	093_1	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/093_1/093_1.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
473	嘉興蔵（万曆版大藏經）第93帙 第2冊	093_2	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/093_2/093_2.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
474	嘉興蔵（万曆版大藏經）第93帙 第3冊	093_3	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/093_3/093_3.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
475	嘉興蔵（万曆版大藏經）第93帙 第4冊	093_4	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/093_4/093_4.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
476	嘉興蔵（万曆版大藏經）第94帙 第1冊	094_1	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/094_1/094_1.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
477	嘉興蔵（万曆版大藏經）第94帙 第2冊	094_2	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/094_2/094_2.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
478	嘉興蔵（万曆版大藏經）第95帙 第1冊	095_1	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/095_1/095_1.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
479	嘉興蔵（万曆版大藏經）第95帙 第2冊	095_2	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/095_2/095_2.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
480	嘉興蔵（万曆版大藏經）第95帙 第3冊	095_3	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/095_3/095_3.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
481	嘉興蔵（万曆版大藏經）第95帙 第4冊	095_4	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/095_4/095_4.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
482	嘉興蔵（万曆版大藏經）第95帙 第5冊	095_5	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/095_5/095_5.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
483	嘉興蔵（万曆版大藏經）第95帙 第6冊	095_6	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/095_6/095_6.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
484	嘉興蔵（万曆版大藏經）第96帙 第1冊	096_1	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/096_1/096_1.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
485	嘉興蔵（万曆版大藏經）第96帙 第2冊	096_2	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/096_2/096_2.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
486	嘉興蔵（万曆版大藏經）第96帙 第3冊	096_3	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/096_3/096_3.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
487	嘉興蔵（万曆版大藏經）第96帙 第4冊	096_4	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/096_4/096_4.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
488	嘉興蔵（万曆版大藏經）第96帙 第5冊	096_5	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/096_5/096_5.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
489	嘉興蔵（万曆版大藏經）第96帙 第6冊	096_6	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/096_6/096_6.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
490	嘉興蔵（万曆版大藏經）第97帙 第1冊	097_1	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/097_1/097_1.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
491	嘉興蔵（万曆版大藏經）第97帙 第2冊	097_2	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/097_2/097_2.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
492	嘉興蔵（万曆版大藏經）第97帙 第3冊	097_3	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/097_3/097_3.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
493	嘉興蔵（万曆版大藏經）第97帙 第4冊	097_4	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/097_4/097_4.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
494	嘉興蔵（万曆版大藏經）第97帙 第5冊	097_5	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/097_5/097_5.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
495	嘉興蔵（万曆版大藏經）第97帙 第6冊	097_6	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/097_6/097_6.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
496	嘉興蔵（万曆版大藏經）第98帙 第1冊	098_1	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/098_1/098_1.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
497	嘉興蔵（万曆版大藏經）第98帙 第2冊	098_2	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/098_2/098_2.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
498	嘉興蔵（万曆版大藏經）第98帙 第3冊	098_3	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/098_3/098_3.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
499	嘉興蔵（万曆版大藏經）第98帙 第4冊	098_4	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/098_4/098_4.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
500	嘉興蔵（万曆版大藏經）第98帙 第5冊	098_5	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/098_5/098_5.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
501	嘉興蔵（万曆版大藏經）第99帙 第1冊	099_1	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/099_1/099_1.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
502	嘉興蔵（万曆版大藏經）第99帙 第2冊	099_2	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/099_2/099_2.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
503	嘉興蔵（万曆版大藏經）第100帙 第1冊	100_1	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/100_1/100_1.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
504	嘉興蔵（万曆版大藏經）第100帙 第2冊	100_2	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/100_2/100_2.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
505	嘉興蔵（万曆版大藏經）第100帙 第3冊	100_3	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/100_3/100_3.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
506	嘉興蔵（万曆版大藏經）第100帙 第4冊	100_4	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/100_4/100_4.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
507	嘉興蔵（万曆版大藏經）第100帙 第5冊	100_5	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/100_5/100_5.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
508	嘉興蔵（万曆版大藏經）第101帙 第1冊	101_1	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/101_1/101_1.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
509	嘉興蔵（万曆版大藏經）第101帙 第2冊	101_2	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/101_2/101_2.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
510	嘉興蔵（万曆版大藏經）第101帙 第3冊	101_3	嘉興楞厳寺	General Library in the University of Tokyo, Council for Promotion of Study of Daizokyo, and the SAT Daizōkyō Text Database Committee	https://dzkimgs.l.u-tokyo.ac.jp/kakouzou/101_3/101_3.pdf					5.1	open access	http://creativecommons.org/licenses/by/4.0/		zh									万曆版大藏經							嘉興楞厳寺	
